#Overview of data in ClinVar by gene, dated March 2, 2020
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
CD7	924	27	27	-	-	186820	2	0
CD70	970	11	11	3	3	602840	1	0
CD72	971	68	66	-	-	107272	3	0
CD74	972	19	19	-	-	142790	3	0
CD79A	973	46	39	34	3	112205	13	1
CD79B	974	45	44	30	2	147245	11	0
CD80	941	20	20	2	-	112203	4	0
CD81	975	45	44	16	1	186845	8	0
CD81-AS1	101927682	14	14	-	-	-	4	0
CD82	3732	26	26	3	-	600623	7	0
CD83	9308	27	27	1	-	604534	2	0
CD84	8832	11	11	-	-	604513	1	0
CD86	942	18	18	1	-	601020	1	0
CD8A	925	45	45	29	1	186910	9	0
CD8B	926	16	16	-	1	186730	-	-
CD8B2	927	16	16	-	-	-	8	0
CD9	928	50	50	3	2	143030	4	0
CD93	22918	21	21	4	-	120577	-	-
CD96	10225	116	107	101	2	606037	42	1
CD99	4267	111	107	1	-	313470	3	0
CD99	4267	111	107	1	-	450000	3	0
CD99L2	83692	187	183	3	-	300846	5	0
CDA	978	18	18	2	-	123920	4	0
CDADC1	81602	53	53	-	-	-	5	0
CDAN1	146059	172	128	162	13	607465	49	10
CDC123	8872	27	27	2	-	617708	3	0
CDC14A	8556	70	48	59	11	603504	3	0
CDC14B	8555	39	38	-	2	603505	1	0
CDC14C	168448	8	8	-	-	-	2	0
CDC16	8881	113	113	2	-	603461	13	0
CDC20	991	15	15	2	-	603618	3	0
CDC20B	166979	15	15	-	-	-	4	0
CDC23	8697	19	19	2	-	603462	2	0
CDC25A	993	12	12	1	-	116947	3	0
CDC25B	994	32	32	-	-	116949	7	0
CDC25C	995	18	18	1	-	157680	2	0
CDC26	246184	34	33	-	-	614533	2	0
CDC27	996	16	16	2	-	116946	2	0
CDC34	997	30	30	-	-	116948	1	0
CDC37	11140	16	16	3	-	605065	1	0
CDC37L1	55664	147	145	-	-	610346	-	-
CDC37L1-DT	101929351	84	82	-	-	-	-	-
CDC40	51362	20	20	-	-	605585	4	0
CDC42	998	40	31	23	12	116952	8	0
CDC42BPA	8476	41	41	10	1	603412	5	0
CDC42BPB	9578	58	58	9	1	614062	6	0
CDC42BPG	55561	15	15	4	-	613991	3	0
CDC42EP1	11135	32	31	5	-	606084	3	0
CDC42EP2	10435	7	7	1	-	606132	-	-
CDC42EP3	10602	16	16	-	-	606133	1	0
CDC42EP4	23580	16	16	-	-	605468	-	-
CDC42EP5	148170	20	20	-	-	609171	3	0
CDC42SE1	56882	11	11	-	-	-	-	-
CDC42SE2	56990	18	18	-	1	-	2	0
CDC45	8318	393	368	30	11	603465	16	1
CDC5L	988	16	16	4	-	602868	3	0
CDC6	990	62	46	51	2	602627	21	4
CDC7	8317	12	12	2	-	603311	4	0
CDC73	79577	582	394	560	58	607393	152	7
CDCA2	157313	73	73	4	-	618785	3	0
CDCA3	83461	49	48	-	1	607749	3	0
CDCA4	55038	56	56	-	-	612270	7	0
CDCA5	113130	14	14	7	-	609374	1	0
CDCA7	83879	42	42	23	4	609937	-	-
CDCA7L	55536	94	75	1	4	609685	24	0
CDCA8	55143	10	10	1	-	609977	2	0
CDCP1	64866	10	10	3	1	611735	-	-
CDCP2	200008	13	13	-	-	612320	3	0
CDH1	999	4206	1952	4173	208	192090	972	77
CDH10	1008	52	52	3	-	604555	4	0
CDH11	1009	37	37	11	3	600023	7	0
CDH12	1010	92	92	22	4	600562	11	0
CDH13	1012	102	101	27	11	601364	26	0
CDH15	1013	170	154	92	2	114019	45	1
CDH16	1014	36	36	4	-	603118	8	0
CDH17	1015	39	39	7	-	603017	1	0
CDH18	1016	90	90	3	2	603019	19	0
CDH18-AS1	102725105	28	28	-	-	-	2	0
CDH19	28513	119	117	3	1	603016	9	0
CDH2	1000	43	41	10	1	114020	2	0
CDH20	28316	70	68	1	-	605807	1	0
CDH22	64405	9	9	1	-	609920	-	-
CDH23	64072	2282	1125	2233	125	605516	347	141
CDH23-AS1	102723377	77	41	-	4	-	11	0
CDH24	64403	19	19	-	-	618599	-	-
CDH26	60437	17	17	-	-	617685	2	0
CDH3	1001	190	155	160	15	114021	75	9
CDH4	1002	52	52	14	4	603006	10	0
CDH5	1003	32	32	3	-	601120	6	0
CDH6	1004	32	32	-	1	603007	5	0
CDH7	1005	107	105	9	-	605806	8	0
CDH8	1006	35	35	8	-	603008	8	0
CDH9	1007	49	49	4	2	609974	7	0
CDHR1	92211	292	219	246	18	609502	115	19
CDHR2	54825	53	52	-	-	-	1	0
CDHR3	222256	23	23	5	-	615610	2	0
CDHR4	389118	9	9	-	-	-	1	0
CDHR5	53841	28	28	2	-	606839	3	0
CDIP1	29965	29	29	-	-	610503	5	0
CDIPT	10423	233	224	-	-	605893	10	0
CDIPTOSP	440356	131	122	-	-	-	1	0
CDK1	983	14	14	1	-	116940	1	0
CDK10	8558	63	63	7	8	603464	13	0
CDK11A	728642	137	135	1	1	116951	10	0
CDK11B	984	129	127	1	-	176873	10	0
CDK12	51755	34	34	1	1	615514	5	0
CDK13	8621	124	111	92	17	603309	13	1
CDK14	5218	29	29	2	-	610679	7	0
CDK15	65061	24	24	-	-	616147	3	0
CDK16	5127	159	154	10	-	311550	7	0
CDK17	5128	11	11	1	1	603440	1	0
CDK18	5129	14	14	-	-	169190	1	0
CDK19	23097	21	21	-	1	614720	5	0
CDK2	1017	9	9	1	-	116953	1	0
CDK20	23552	43	42	9	2	610076	2	0
CDK2AP1	8099	28	28	2	-	602198	8	0
CDK2AP2	10263	18	18	3	-	-	3	0
CDK3	1018	18	18	-	-	123828	3	0
CDK4	1019	546	319	532	4	123829	175	13
CDK5	1020	70	69	10	1	123831	4	0
CDK5R1	8851	32	32	3	1	603460	2	0
CDK5R2	8941	20	20	-	1	603764	1	0
CDK5RAP1	51654	11	11	1	-	608200	-	-
CDK5RAP2	55755	416	288	378	22	608201	104	26
CDK5RAP3	80279	10	10	-	-	608202	2	0
CDK6	1021	35	32	20	3	603368	2	1
CDK6-AS1	101927497	4	4	-	-	-	-	-
CDK7	1022	16	16	-	-	601955	4	0
CDK8	1024	33	33	6	6	603184	-	-
CDK9	1025	37	36	1	-	603251	1	0
CDKAL1	54901	31	31	9	1	611259	4	0
CDKL1	8814	17	17	-	-	603441	4	0
CDKL2	8999	16	16	-	-	603442	2	0
CDKL3	51265	22	22	2	-	608459	2	0
CDKL4	344387	24	24	-	-	-	6	0
CDKL5	6792	1227	909	850	350	300203	124	23
CDKN1A	1026	14	14	6	-	116899	1	0
CDKN1B	1027	363	294	320	17	600778	133	10
CDKN1C	1028	423	375	397	36	600856	136	5
CDKN2A	1029	1313	688	1176	91	600160	332	45
CDKN2A-DT	51198	44	42	-	1	-	1	0
CDKN2AIP	55602	88	88	1	-	615914	7	0
CDKN2AIPNL	91368	18	18	-	-	-	1	0
CDKN2B	1030	91	89	3	-	600431	4	0
CDKN2B-AS1	100048912	97	95	9	3	613149	4	0
CDKN2C	1031	14	14	2	1	603369	5	0
CDKN2D	1032	15	15	-	-	600927	2	0
CDKN3	1033	14	14	-	-	123832	1	0
CDNF	441549	19	19	2	-	611233	-	-
CDO1	1036	26	26	-	-	603943	2	0
CDON	50937	358	310	295	8	608707	119	4
CDPF1	150383	64	63	-	-	-	7	0
CDR1	1038	184	180	1	1	302650	4	0
CDR2	1039	100	96	-	2	117340	42	0
CDR2L	30850	17	17	-	-	-	2	0
CDRT1	374286	45	45	2	21	604596	2	0
CDRT15	146822	75	72	-	2	-	3	0
CDRT15L2	256223	24	24	-	-	-	3	0
CDRT3	94145	35	32	-	-	-	1	0
CDRT4	284040	84	81	-	-	-	4	0
CDRT7	94150	29	26	-	-	-	-	-
CDRT8	94151	30	27	-	-	-	-	-
CDS1	1040	23	23	1	-	603548	2	0
CDS2	8760	29	29	-	-	603549	5	0
CDSN	1041	37	36	28	7	602593	4	0
CDT1	81620	195	155	120	6	605525	23	8
CDV3	55573	17	17	-	-	618789	1	0
CDX1	1044	14	14	1	-	600746	1	0
CDX2	1045	30	30	3	1	600297	1	0
CDX4	1046	129	125	1	-	300025	3	0
CDY1	9085	76	76	-	-	400016	4	0
CDY1B	253175	32	32	-	-	-	1	0
CDY2A	9426	73	72	-	-	400018	8	0
CDY2B	203611	37	36	-	-	-	5	0
CDYL	9425	49	49	1	1	603778	3	0
CDYL-AS1	101927913	28	28	-	-	-	1	0
CDYL2	124359	46	46	2	1	-	8	0
CEACAM1	634	14	14	3	1	109770	2	0
CEACAM16	388551	101	70	92	7	614591	18	4
CEACAM18	729767	13	13	-	-	-	1	0
CEACAM19	56971	8	8	-	-	606691	2	0
CEACAM20	125931	10	10	-	-	-	3	0
CEACAM21	90273	9	9	-	-	618191	2	0
CEACAM3	1084	17	17	9	-	609142	-	-
CEACAM4	1089	10	10	-	-	-	2	0
CEACAM5	1048	26	26	18	-	114890	-	-
CEACAM6	4680	11	11	2	-	163980	-	-
CEACAM7	1087	9	9	-	-	-	1	0
CEACAM8	1088	11	11	-	-	615747	1	0
CEBPA	1050	287	268	273	17	116897	148	1
CEBPA-DT	80054	6	6	-	-	-	1	0
CEBPB	1051	15	15	1	-	189965	1	0
CEBPB-AS1	101927559	6	6	-	-	-	-	-
CEBPD	1052	31	31	-	-	116898	7	0
CEBPE	1053	50	50	31	3	600749	15	0
CEBPG	1054	14	14	-	-	138972	2	0
CEBPZ	10153	17	17	2	-	612828	2	0
CEBPZOS	100505876	5	5	-	-	-	1	0
CECR2	27443	77	74	15	-	607576	3	0
CECR3	27442	65	62	-	-	-	4	0
CECR7	100130418	25	22	-	-	-	1	0
CEL	1056	81	73	33	3	114840	15	0
CELA1	1990	12	12	2	-	130120	2	0
CELA2A	63036	39	36	7	4	609443	3	0
CELA2B	51032	31	31	1	-	609444	3	0
CELA3A	10136	15	15	-	-	618693	6	0
CELA3B	23436	20	20	3	-	618694	7	0
CELF1	10658	11	11	1	-	601074	-	-
CELF2	10659	31	31	2	-	602538	6	0
CELF2-AS1	414196	13	13	-	-	-	2	0
CELF2-AS2	439950	13	13	-	-	-	2	0
CELF2-DT	101928322	12	12	-	-	-	1	0
CELF3	11189	8	8	1	1	612678	-	-
CELF4	56853	53	51	3	1	612679	4	0
CELF5	60680	27	27	2	-	612680	10	0
CELF6	60677	21	21	5	-	612681	2	0
CELSR1	9620	147	146	71	10	604523	19	0
CELSR2	1952	88	88	62	2	604265	10	0
CELSR3	1951	29	28	20	-	604264	3	0
CEMIP	57214	47	44	27	-	608366	3	1
CEMIP2	23670	44	43	2	-	605835	4	0
CEMP1	752014	38	38	-	-	611113	9	0
CEND1	51286	26	26	-	-	608213	2	0
CENPA	1058	15	15	-	-	117139	3	0
CENPB	1059	32	32	-	-	117140	7	0
CENPBD1	92806	48	48	-	-	-	13	0
CENPC	1060	24	24	1	-	117141	5	0
CENPE	1062	108	98	94	3	117143	13	2
CENPF	1063	140	132	112	18	600236	26	4
CENPH	64946	16	16	-	-	605607	4	0
CENPI	2491	162	158	3	-	300065	9	0
CENPJ	55835	460	249	420	36	609279	107	16
CENPK	64105	16	16	-	-	611502	3	0
CENPL	91687	29	29	-	-	611503	3	0
CENPM	79019	26	25	-	-	610152	5	0
CENPN	55839	55	55	-	-	611509	16	0
CENPO	79172	23	23	-	-	611504	5	0
CENPP	401541	46	44	-	1	611505	12	0
CENPQ	55166	20	20	-	-	611506	2	0
CENPS	378708	34	34	-	-	609130	5	0
CENPS-CORT	100526739	34	34	-	-	-	5	0
CENPT	80152	33	33	3	2	611510	4	0
CENPU	79682	100	100	2	-	611511	6	0
CENPV	201161	33	33	1	-	608139	6	0
CENPVL1	389857	87	83	-	-	-	2	0
CENPVL2	441495	85	81	-	-	-	1	0
CENPVL3	347549	84	80	-	-	-	1	0
CENPW	387103	17	17	-	-	611264	3	0
CENPX	201254	31	31	-	-	615128	2	0
CEP104	9731	131	130	42	9	616690	13	0
CEP112	201134	21	21	1	2	-	4	0
CEP120	153241	76	75	51	10	613446	23	0
CEP126	57562	26	26	11	-	614634	1	0
CEP128	145508	44	32	4	1	-	9	0
CEP131	22994	22	22	-	-	613479	-	-
CEP135	9662	100	80	86	7	611423	20	6
CEP152	22995	406	218	384	25	613529	88	24
CEP162	22832	29	29	1	-	610201	12	0
CEP164	22897	152	132	123	12	614848	15	3
CEP170	9859	93	93	3	3	613023	8	0
CEP170B	283638	60	60	2	-	-	6	0
CEP19	84984	99	98	8	2	615586	9	0
CEP192	55125	78	74	7	2	616426	1	0
CEP20	123811	304	302	-	-	617149	149	0
CEP250	11190	44	43	32	5	609689	-	-
CEP250-AS1	102725201	10	10	-	-	-	-	-
CEP290	80184	1383	637	1324	166	610142	176	56
CEP295	85459	32	32	18	-	617728	-	-
CEP295NL	100653515	6	6	-	1	-	1	0
CEP350	9857	32	32	4	1	617870	2	0
CEP41	95681	164	142	136	8	610523	70	5
CEP43	11116	45	45	1	-	605392	4	0
CEP44	80817	63	63	-	-	-	4	0
CEP55	55165	31	30	14	4	610000	2	0
CEP57	9702	100	96	84	7	607951	41	0
CEP57L1	285753	21	21	3	-	-	-	-
CEP63	80254	102	92	59	7	614724	22	3
CEP68	23177	25	25	10	-	616889	-	-
CEP70	80321	28	28	-	-	614310	9	0
CEP72	55722	142	142	1	-	616475	6	0
CEP76	79959	77	73	3	1	-	4	0
CEP78	84131	92	79	46	10	617110	6	1
CEP83	51134	57	56	36	11	615847	9	0
CEP83-DT	144486	3	3	-	-	-	-	-
CEP85	64793	13	13	5	-	-	2	0
CEP85L	387119	158	103	1	4	-	59	0
CEP89	84902	21	21	5	1	615470	2	0
CEP95	90799	15	15	-	-	-	2	0
CEP97	79598	15	15	3	1	615864	1	0
CEPT1	10390	14	14	1	-	616751	-	-
CER1	9350	99	97	-	-	603777	1	0
CERCAM	51148	40	39	-	-	616626	1	0
CERK	64781	79	78	3	1	610307	7	0
CERKL	375298	213	148	184	28	608381	39	15
CERNA1	100129973	6	6	-	-	-	-	-
CERNA2	642934	15	15	-	-	617434	3	0
CERNA3	105375847	15	15	-	-	-	-	-
CEROX1	115804232	21	21	-	1	-	3	0
CERS1	10715	144	121	72	14	606919	44	2
CERS2	29956	12	12	4	-	606920	1	0
CERS3	204219	109	109	18	5	615276	19	0
CERS3-AS1	102723320	38	38	-	-	-	3	0
CERS4	79603	10	10	2	-	615334	-	-
CERS5	91012	10	10	1	-	615335	2	0
CERS6	253782	18	18	3	-	615336	-	-
CERS6-AS1	100861402	5	5	-	-	-	-	-
CERT1	10087	56	55	43	6	604677	10	0
CES1	1066	34	33	4	2	114835	6	0
CES2	8824	36	36	2	-	605278	9	0
CES3	23491	36	36	-	-	605279	11	0
CES4A	283848	36	36	-	-	-	11	0
CES5A	221223	19	19	1	-	618678	4	0
CETN1	1068	127	122	-	-	603187	17	0
CETN2	1069	196	192	-	-	300006	12	0
CETN3	1070	24	24	-	-	602907	2	0
CETP	1071	83	69	60	3	118470	15	1
CFAP100	348807	13	13	-	-	-	3	0
CFAP126	257177	20	20	-	1	616119	8	0
CFAP157	286207	39	38	-	-	-	1	0
CFAP161	161502	20	20	-	-	-	1	0
CFAP20	29105	23	23	-	-	617906	6	0
CFAP206	154313	19	19	-	-	-	5	0
CFAP20DC	200844	31	31	3	-	-	9	0
CFAP20DC-AS1	101929238	10	10	-	-	-	4	0
CFAP221	200373	3	3	-	-	618704	-	-
CFAP298	56683	99	89	42	5	615494	20	0
CFAP298-TCP10L	110091775	80	70	-	4	-	19	0
CFAP299	255119	28	28	-	4	-	2	0
CFAP300	85016	21	21	6	6	618058	1	0
CFAP36	112942	13	13	-	-	-	3	0
CFAP410	755	140	129	47	16	603191	14	1
CFAP43	80217	56	56	38	12	617558	2	0
CFAP44	55779	80	80	56	6	617559	-	-
CFAP44-AS1	100874029	22	22	-	-	-	-	-
CFAP45	25790	12	12	1	-	605152	1	0
CFAP46	54777	92	92	-	1	618543	9	0
CFAP47	286464	153	149	1	2	-	5	0
CFAP52	146845	42	42	29	1	609804	11	0
CFAP53	220136	81	71	39	4	614759	6	0
CFAP54	144535	10	10	-	-	-	1	0
CFAP57	149465	14	14	1	-	614259	3	0
CFAP58	159686	19	19	-	-	-	1	0
CFAP58-DT	100505869	5	5	-	-	-	1	0
CFAP61	26074	18	18	-	-	-	1	0
CFAP61-AS1	101929575	6	6	-	-	-	-	-
CFAP65	255101	37	37	17	4	614270	3	0
CFAP69	79846	45	45	13	4	617949	12	0
CFAP70	118491	16	16	1	1	618661	1	0
CFAP73	387885	9	9	-	-	-	-	-
CFAP74	85452	130	128	1	-	-	11	0
CFAP77	389799	37	36	-	-	-	3	0
CFAP91	89876	22	22	2	2	609910	4	0
CFAP92	57501	60	52	-	10	-	11	0
CFAP97	57587	113	113	4	-	616047	12	0
CFAP97D1	284067	16	16	-	-	-	6	0
CFAP97D2	101929355	51	51	-	-	-	3	0
CFAP99	402160	58	58	-	-	-	2	0
CFB	629	185	63	177	2	138470	14	7
CFC1	55997	33	31	16	3	605194	6	0
CFC1B	653275	17	17	-	-	-	5	0
CFD	1675	51	52	12	3	134350	8	0
CFDP1	10428	42	42	-	1	608108	16	0
CFH	3075	364	168	312	22	134370	35	1
CFHR1	3078	73	72	2	2	134371	2	0
CFHR2	3080	47	47	9	-	600889	3	0
CFHR3	10878	89	88	21	2	605336	3	0
CFHR4	10877	60	60	7	-	605337	3	0
CFHR5	81494	119	98	86	2	608593	37	5
CFI	3426	106	86	94	12	217030	20	1
CFL1	1072	8	8	-	-	601442	1	0
CFL2	1073	91	81	68	4	601443	29	1
CFLAR	8837	28	28	2	2	603599	2	0
CFLAR-AS1	65072	16	16	-	1	-	-	-
CFP	5199	164	159	17	5	300383	2	0
CFTR	1080	4024	1930	3975	711	602421	626	124
CFTR-AS1	111082987	458	203	-	71	-	66	0
CGA	1081	27	27	3	-	118850	9	0
CGAS	115004	11	11	2	-	613973	-	-
CGB1	114335	12	12	-	-	608823	1	0
CGB2	114336	13	13	1	-	608824	1	0
CGB3	1082	11	11	-	-	118860	1	0
CGB5	93659	11	11	2	-	608825	1	0
CGB7	94027	9	9	-	-	608826	1	0
CGB8	94115	9	9	-	-	608827	1	0
CGGBP1	8545	11	11	-	-	603363	1	0
CGN	57530	16	16	8	-	609473	-	-
CGNL1	84952	32	31	8	1	607856	6	1
CGREF1	10669	42	41	-	-	606137	18	0
CGRRF1	10668	15	15	2	1	606138	1	0
CH17-340M24.3	158960	111	107	-	-	-	3	0
CH17-408M7.1	102724558	53	51	-	-	-	-	-
CH25H	9023	14	14	-	-	604551	4	0
CHAC1	79094	8	8	1	-	614587	1	0
CHAC2	494143	12	12	-	-	617446	1	0
CHAD	1101	16	16	5	-	602178	-	-
CHADL	150356	23	22	-	-	616236	6	0
CHAF1A	10036	20	20	2	-	601246	3	0
CHAF1B	8208	66	61	6	2	601245	3	0
CHAMP1	283489	161	152	59	52	616327	20	0
CHAT	1103	415	306	331	27	118490	90	9
CHCHD1	118487	16	16	-	1	608842	2	0
CHCHD10	400916	159	144	66	5	615903	57	0
CHCHD2	51142	32	32	4	4	616244	10	0
CHCHD3	54927	30	30	-	1	613748	1	0
CHCHD4	131474	23	23	1	-	611077	-	-
CHCHD5	84269	10	10	-	-	616978	-	-
CHCHD6	84303	22	22	1	3	615634	4	0
CHCHD7	79145	29	29	-	-	611238	1	0
CHD1	1105	37	35	14	3	602118	8	0
CHD1L	9557	302	290	27	1	613039	24	0
CHD2	1106	849	639	788	102	602119	143	28
CHD3	1107	92	63	71	23	602120	13	1
CHD4	1108	115	114	71	15	603277	11	0
CHD5	26038	70	70	19	1	610771	3	0
CHD6	84181	27	27	19	-	616114	1	0
CHD7	55636	1707	1016	1661	336	608892	328	59
CHD8	57680	277	230	239	52	610528	71	12
CHD9	80205	23	23	1	-	616936	4	0
CHDH	55349	16	16	5	1	-	3	0
CHEK1	1111	69	68	13	3	603078	3	0
CHEK2	11200	3725	1770	3687	324	604373	938	76
CHERP	10523	14	14	-	-	618539	2	0
CHFR	55743	32	32	2	-	605209	6	0
CHGA	1113	19	19	-	-	118910	1	0
CHGB	1114	28	28	4	-	118920	2	0
CHI3L1	1116	13	13	3	-	601525	1	0
CHI3L2	1117	18	18	4	-	601526	1	0
CHIA	27159	22	22	9	-	606080	-	-
CHIC1	53344	136	132	1	-	300922	5	0
CHIC2	26511	14	14	-	-	604332	-	-
CHID1	66005	28	28	-	-	615692	5	0
CHIT1	1118	119	91	110	-	600031	41	11
CHKA	1119	9	9	-	-	118491	1	0
CHKB	1120	274	226	167	15	612395	49	12
CHKB-CPT1B	386593	222	174	-	15	-	49	0
CHKB-DT	100144603	57	55	-	-	-	4	0
CHL1	10752	174	174	40	4	607416	52	0
CHL1-AS1	101927193	56	56	-	-	-	13	0
CHL1-AS2	101927174	51	51	-	-	-	11	0
CHM	1121	277	250	123	58	300390	9	3
CHML	1122	63	63	-	-	118825	5	0
CHMP1A	5119	120	102	65	4	164010	19	3
CHMP1B	57132	80	76	1	-	606486	5	0
CHMP2A	27243	12	12	-	-	610893	-	-
CHMP2B	25978	123	74	106	6	609512	21	5
CHMP3	51652	14	14	-	-	610052	-	-
CHMP4A	29082	19	19	-	-	610051	-	-
CHMP4B	128866	19	19	6	2	610897	2	0
CHMP4C	92421	31	31	-	-	610899	5	0
CHMP5	51510	68	66	-	-	610900	3	0
CHMP6	79643	24	24	3	-	610901	1	0
CHMP7	91782	69	69	2	-	611130	2	0
CHN1	1123	85	85	54	12	118423	21	0
CHN2	1124	26	26	1	1	602857	3	0
CHN2-AS1	102724484	7	7	-	-	-	1	0
CHODL	140578	74	69	-	2	607247	5	0
CHODL-AS1	54075	49	44	-	-	-	2	0
CHORDC1	26973	24	24	-	-	604353	5	0
CHP1	11261	9	9	1	1	606988	-	-
CHP2	63928	27	27	-	-	-	4	0
CHPF	79586	23	23	2	-	610405	1	0
CHPF2	54480	63	63	2	-	608037	2	0
CHPT1	56994	111	71	2	6	616747	27	0
CHRAC1	54108	47	47	-	-	607268	4	0
CHRD	8646	51	51	6	-	603475	2	0
CHRDL1	91851	180	175	19	8	300350	6	0
CHRDL2	25884	8	8	-	-	613127	1	0
CHRFAM7A	89832	118	118	1	15	609756	18	0
CHRM1	1128	16	16	5	-	118510	3	0
CHRM2	1129	105	87	71	-	118493	18	2
CHRM3	1131	81	81	15	4	118494	10	0
CHRM3-AS1	100873984	29	29	-	-	-	3	0
CHRM3-AS2	100506915	28	28	-	-	-	2	0
CHRM4	1132	13	13	-	-	118495	2	0
CHRM5	1133	23	23	2	-	118496	6	0
CHRNA1	1134	275	193	242	30	100690	64	12
CHRNA10	57053	21	21	-	-	606372	3	0
CHRNA2	1135	500	374	434	3	118502	161	15
CHRNA3	1136	41	38	21	3	118503	4	0
CHRNA4	1137	725	448	683	8	118504	155	33
CHRNA5	1138	34	32	14	-	118505	1	0
CHRNA6	8973	47	47	4	1	606888	3	0
CHRNA7	1139	295	288	18	70	118511	68	0
CHRNA9	55584	19	19	2	-	605116	2	0
CHRNB1	1140	202	161	181	12	100710	59	11
CHRNB2	1141	317	238	257	9	118507	101	11
CHRNB3	1142	45	45	2	-	118508	3	0
CHRNB4	1143	26	26	6	-	118509	1	0
CHRND	1144	319	205	290	21	100720	81	14
CHRNE	1145	453	316	424	63	100725	106	24
CHRNG	1146	223	125	194	20	100730	36	12
CHROMR	101927027	42	36	-	1	-	14	0
CHST1	8534	14	14	1	-	603797	2	0
CHST10	9486	21	21	-	-	606376	4	0
CHST11	50515	19	18	2	-	610128	8	1
CHST12	55501	50	50	2	-	610129	9	0
CHST13	166012	13	13	-	1	610124	3	0
CHST14	113189	96	82	86	17	608429	25	2
CHST15	51363	51	51	3	1	608277	1	0
CHST2	9435	16	16	-	-	603798	2	0
CHST3	9469	649	198	633	18	603799	99	8
CHST4	10164	34	34	-	1	-	8	0
CHST5	23563	59	59	4	-	604817	17	0
CHST6	4166	195	182	153	11	605294	103	3
CHST7	56548	166	162	2	-	300375	11	0
CHST8	64377	22	20	5	-	610190	2	1
CHST9	83539	37	35	1	-	610191	1	0
CHSY1	22856	159	141	75	6	608183	25	4
CHSY3	337876	19	19	-	2	609963	2	0
CHTF18	63922	78	78	11	-	613201	8	0
CHTF8	54921	27	27	-	-	613202	6	0
CHTOP	26097	11	11	-	-	614206	3	0
CHUK	1147	30	29	14	2	600664	5	0
CHURC1	91612	13	13	2	-	608577	-	-
CHURC1-FNTB	100529261	14	14	-	-	-	1	0
CIAO1	9391	43	43	-	-	604333	19	0
CIAO2A	84191	10	10	-	-	618382	-	-
CIAO2B	51647	33	33	-	-	614778	9	0
CIAO3	64428	73	73	8	-	611118	7	0
CIAPIN1	57019	30	30	-	-	608943	10	0
CIART	148523	10	10	1	-	615782	1	0
CIB1	10519	46	46	8	-	602293	2	0
CIB2	10518	69	49	48	5	605564	9	3
CIB3	117286	14	14	-	-	610645	2	0
CIB4	130106	16	16	-	-	610646	3	0
CIBAR1	137392	32	32	1	1	617273	-	-
CIBAR2	339145	49	49	-	-	617274	9	0
CIC	23152	112	104	68	15	612082	7	3
CICP24	107986730	7	7	-	-	-	-	-
CIDEA	1149	74	70	1	1	604440	2	0
CIDEB	27141	23	23	-	-	604441	1	0
CIDEC	63924	60	59	15	2	612120	7	0
CIITA	4261	352	312	327	12	600005	122	15
CILK1	22858	46	40	32	4	612325	10	0
CILP	8483	16	16	2	-	603489	2	0
CILP2	148113	13	13	-	-	612419	3	0
CINP	51550	44	44	1	1	613362	2	0
CIP2A	57650	22	22	3	-	610643	4	0
CIPC	85457	18	18	-	-	616995	1	0
CIR1	9541	30	30	-	-	605228	4	0
CIRBP	1153	29	29	2	-	602649	3	0
CIRBP-AS1	148046	13	13	-	-	-	-	-
CISD1	55847	16	16	-	-	611932	2	0
CISD2	493856	24	23	13	3	611507	2	0
CISD3	284106	11	11	-	-	611933	2	0
CISH	1154	14	12	6	-	602441	1	0
CISTR	102216268	3	3	-	-	-	-	-
CIT	11113	115	109	102	9	605629	14	2
CITED1	4435	129	125	1	-	300149	3	0
CITED2	10370	31	29	17	4	602937	4	0
CITED4	163732	18	18	-	-	606815	6	0
CIZ1	25792	112	105	50	4	611420	24	0
CKAP2	26586	55	55	5	-	611569	3	0
CKAP2L	150468	42	41	31	8	616174	4	1
CKAP4	10970	25	25	4	-	618595	2	0
CKAP5	9793	14	14	2	1	611142	3	0
CKB	1152	57	57	1	-	123280	4	0
CKLF	51192	30	30	1	-	616074	6	0
CKLF-CMTM1	100529251	30	30	-	-	-	6	0
CKM	1158	16	15	4	-	123310	5	1
CKMT1A	548596	32	31	-	-	613415	7	0
CKMT1B	1159	49	48	1	5	123290	7	0
CKMT2	1160	12	12	-	-	123295	5	0
CKMT2-AS1	100131067	1	1	-	-	-	-	-
CKS1B	1163	9	9	-	-	116900	-	-
CKS2	1164	31	30	-	-	116901	2	0
CLASP1	23332	49	43	5	22	605852	4	0
CLASP2	23122	22	22	8	-	605853	-	-
CLASRP	11129	10	10	-	-	618532	2	0
CLBA1	122616	56	56	-	-	-	7	0
CLC	1178	10	10	1	-	153310	1	0
CLCA1	1179	16	16	4	-	603906	2	0
CLCA2	9635	15	15	3	-	604003	2	0
CLCA4	22802	20	20	4	-	616857	2	0
CLCA4-AS1	105378828	4	4	-	-	-	1	0
CLCC1	23155	50	38	-	-	617539	11	0
CLCF1	23529	27	24	16	5	607672	3	0
CLCN1	1180	674	433	625	107	118425	148	24
CLCN2	1181	163	125	122	30	600570	25	2
CLCN3	1182	62	62	2	-	600580	11	0
CLCN4	1183	314	294	138	21	302910	35	7
CLCN5	1184	316	293	151	48	300008	50	0
CLCN6	1185	55	55	10	-	602726	10	0
